Country Name,Country Code,Year,Electricity_Consumption_Value,Coal_Percentage_Value,Electricity_Consumption_has_data,Coal_Percentage_has_data
Argentina,ARG,1991,1346.873428203795,2.1907025100252486,1,1
Argentina,ARG,1992,1414.0995093805407,1.6127020332519555,1,1
Argentina,ARG,1993,1504.5069474267596,1.9424692954104719,1,1
Argentina,ARG,1994,1595.4472780569865,4.157905963372642,1,1
Argentina,ARG,1995,1671.0284168643188,3.4682425090427356,1,1
Argentina,ARG,1996,1732.5099574692008,2.7618528922777044,1,1
Argentina,ARG,1997,1837.4147106841697,2.200758882373232,1,1
Argentina,ARG,1998,1956.5412233187053,2.1204319048838682,1,1
Argentina,ARG,1999,2018.6612837148587,2.0480689458760017,1,1
Argentina,ARG,2000,2091.7943104398605,1.7619165336989013,1,1
Argentina,ARG,2001,2093.1127254412477,1.2179160103822348,1,1
Argentina,ARG,2002,2027.039695052366,0.8486496069972224,1,1
Argentina,ARG,2003,2142.6294966292407,0.8047699726313047,1,1
Argentina,ARG,2004,2257.0123039219275,1.5117821278632615,1,1
Argentina,ARG,2005,2369.5463695408616,1.9154950883529203,1,1
Argentina,ARG,2006,2502.5418254426854,1.822044356687,1,1
Argentina,ARG,2007,2596.6118248994803,1.934915672200449,1,1
Argentina,ARG,2008,2702.5677820099017,2.250526954653194,1,1
Argentina,ARG,2009,2680.0992029559493,1.9460882074083763,1,1
Argentina,ARG,2010,2777.7337786465223,2.035471967622902,1,1
Argentina,ARG,2011,2880.7835773505617,2.429231078096768,1,1
Argentina,ARG,2012,2917.622836126637,2.2321362948154464,1,1
Argentina,ARG,2013,2940.9295448090065,1.9058271849254662,1,1
Argentina,ARG,2014,3036.2073361212147,2.1944636877958663,1,1
Argentina,ARG,2015,3140.464206693873,2.0131044297922953,1,1
Argentina,ARG,2016,3104.989251443378,1.6091563646243718,1,1
Argentina,ARG,2017,3005.7648312464066,1.545549421878004,1,1
Argentina,ARG,2018,2971.343648383171,1.561307901907357,1,1
Argentina,ARG,2019,2876.7185272471224,0.9207839203181541,1,1
Argentina,ARG,2020,2827.4273977686075,1.2996947212505998,1,1
Argentina,ARG,2021,2942.9107751163533,1.8181343395635172,1,1
Argentina,ARG,2022,2833.1190975033774,1.8222390058017783,1,1
Argentina,ARG,2023,2821.7723323223404,1.4105169652350638,1,1
Australia,AUS,1991,8522.1414720497,80.20635386243926,1,1
Australia,AUS,1992,8558.33421774641,80.9251308408286,1,1
Australia,AUS,1993,8717.645238893443,80.23220287198289,1,1
Australia,AUS,1994,8837.004452789446,80.97788765279495,1,1
Australia,AUS,1995,9027.88477036395,79.99757448356712,1,1
Australia,AUS,1996,9151.392717393863,82.01837858534444,1,1
Australia,AUS,1997,9338.471176060712,82.80957040324917,1,1
Australia,AUS,1998,9837.81666658068,83.84953600622413,1,1
Australia,AUS,1999,10097.136633846942,82.60281292435302,1,1
Australia,AUS,2000,10260.446243541764,82.88539843214856,1,1
Australia,AUS,2001,10712.695361655675,83.15177955349789,1,1
Australia,AUS,2002,10860.61653093247,77.04862560699611,1,1
Australia,AUS,2003,10524.403829329502,77.41324806840518,1,1
Australia,AUS,2004,10659.607854862974,77.58127073903184,1,1
Australia,AUS,2005,10556.309004520232,79.4226984474087,1,1
Australia,AUS,2006,10597.69010422295,79.5863935059915,1,1
Australia,AUS,2007,10899.90014222459,76.99716643978994,1,1
Australia,AUS,2008,10718.004005703933,75.7886860098429,1,1
Australia,AUS,2009,10852.238877322996,74.87971566960292,1,1
Australia,AUS,2010,10797.871253985724,71.32481863049699,1,1
Australia,AUS,2011,10786.291008460868,68.01989869468974,1,1
Australia,AUS,2012,10486.566830001499,68.61195219123506,1,1
Australia,AUS,2013,10298.930795482851,63.79680066055017,1,1
Australia,AUS,2014,10130.098008637533,61.39242806663301,1,1
Australia,AUS,2015,10157.165384020278,63.133265271261784,1,1
Australia,AUS,2016,10196.847931332215,63.61388259301665,1,1
Australia,AUS,2017,10040.748863031415,62.72240717128695,1,1
Australia,AUS,2018,10036.67069418583,60.41232532483451,1,1
Australia,AUS,2019,10025.725063199565,58.44272912516192,1,1
Australia,AUS,2020,9933.585577245773,54.877101418669724,1,1
Australia,AUS,2021,9843.21372769882,52.83708774863116,1,1
Australia,AUS,2022,9925.080337239388,49.19917062876799,1,1
Australia,AUS,2023,9822.503673819805,46.50057928984166,1,1
Austria,AUT,1991,6347.2200963237265,15.123438805042442,1,1
Austria,AUT,1992,6227.498048964705,9.945301816761086,1,1
Austria,AUT,1993,6137.2694634319605,7.134545315808551,1,1
Austria,AUT,1994,6205.804903606524,7.355266129639388,1,1
Austria,AUT,1995,6344.393087408367,9.200533570475768,1,1
Austria,AUT,1996,6607.222977410402,11.324708454810496,1,1
Austria,AUT,1997,6620.447861651314,12.092621331828443,1,1
Austria,AUT,1998,6706.708676887404,9.003350818406695,1,1
Austria,AUT,1999,6972.189816128575,8.950840115515883,1,1
Austria,AUT,2000,7076.269483394382,11.001191700540346,1,1
Austria,AUT,2001,7333.2319526284355,12.863296449903123,1,1
Austria,AUT,2002,7427.656445091207,12.507400118401895,1,1
Austria,AUT,2003,7695.080037082172,15.807491607671087,1,1
Austria,AUT,2004,7808.157792139615,14.199089662052625,1,1
Austria,AUT,2005,8024.3524749967455,12.699006463969356,1,1
Austria,AUT,2006,8187.318810914635,13.523538685048376,1,1
Austria,AUT,2007,8152.1434486004255,12.253395611824718,1,1
Austria,AUT,2008,8203.452840691145,10.39775022063993,1,1
Austria,AUT,2009,7944.796096231681,7.2850174417763105,1,1
Austria,AUT,2010,8395.385419621007,9.42385558429873,1,1
Austria,AUT,2011,8406.10116517111,11.14521447130506,1,1
Austria,AUT,2012,8526.93674287434,8.575403220252607,1,1
Austria,AUT,2013,8501.238764063826,8.960442389841418,1,1
Austria,AUT,2014,8342.736951280756,7.439102662061798,1,1
Austria,AUT,2015,8318.46625689498,7.748970122053936,1,1
Austria,AUT,2016,8255.778976607558,5.81044679978919,1,1
Austria,AUT,2017,8458.134897766042,5.4876338960237785,1,1
Austria,AUT,2018,8396.450842659613,5.274203185799437,1,1
Austria,AUT,2019,8339.939999459455,4.59762373036614,1,1
Austria,AUT,2020,8025.46724947246,3.247057526392679,1,1
Austria,AUT,2021,8396.014335742537,3.042913974550687,1,1
Austria,AUT,2022,8256.605865325584,2.8341017154914514,1,1
Austria,AUT,2023,7806.051866666243,2.589344471454089,1,1
Belgium,BEL,1991,6655.414381108635,26.744606316725978,1,1
Belgium,BEL,1992,6850.663772535982,25.647628937348564,1,1
Belgium,BEL,1993,6881.072143071405,26.425163057288874,1,1
Belgium,BEL,1994,7176.240506868448,27.135316366256113,1,1
Belgium,BEL,1995,7379.737079047839,25.907160520374152,1,1
Belgium,BEL,1996,7527.688544938645,23.924098871207246,1,1
Belgium,BEL,1997,7701.612130932906,20.65378711960727,1,1
Belgium,BEL,1998,7913.058580371592,20.304629551711287,1,1
Belgium,BEL,1999,7944.129807315738,14.823579525285751,1,1
Belgium,BEL,2000,8247.67711254725,19.080607532257297,1,1
Belgium,BEL,2001,8267.18721595245,15.990779368837774,1,1
Belgium,BEL,2002,8311.892679466378,15.426043938637001,1,1
Belgium,BEL,2003,8411.900657017408,13.716176296821459,1,1
Belgium,BEL,2004,8467.022360419982,13.633772711079445,1,1
Belgium,BEL,2005,8409.983874780422,12.24730379569541,1,1
Belgium,BEL,2006,8606.405144957915,10.895291238606406,1,1
